index,LME Lead Cash-Settlement,LME Lead 3-month,LME Lead stock
2013-08-14,2169.0,1968.0,195.025
2013-08-15,2190.0,2010.5,191.975
2013-08-16,2224.5,2010.0,190.925
2013-08-17,2229.0,2009.5,190.2833333333
2013-08-18,2233.5,2009.0,189.6416666667
2013-08-19,2238.0,2050.5,189.0
2013-08-20,2229.5,2064.0,186.025
2013-08-21,2220.0,2032.0,189.6
2013-08-22,2227.5,2058.0,186.625
2013-08-23,2197.0,2068.25,187.85
2013-08-24,2199.125,2078.5,187.51875
2013-08-25,2201.25,2088.75,187.1875
2013-08-26,2203.375,2099.0,186.85625
2013-08-27,2205.5,2114.0,186.525
2013-08-28,2229.5,2145.5,185.95
2013-08-29,2200.0,2187.0,186.2
2013-08-30,2160.5,2193.8333333333,185.675
2013-08-31,2157.6666666667,2200.6666666667,185.5
2013-09-01,2154.8333333333,2207.5,185.325
2013-09-02,2152.0,2214.0,185.15
2013-09-03,2151.5,2244.5,184.725
2013-09-04,2122.0,2206.0,185.35
2013-09-05,2122.0,2192.0,184.45
2013-09-06,2151.0,2172.1666666667,183.4
2013-09-07,2145.5,2152.3333333333,183.0583333333
2013-09-08,2140.0,2132.5,182.7166666667
2013-09-09,2134.5,2140.0,182.375
2013-09-10,2125.0,2138.5,181.425
2013-09-11,2120.0,2098.0,180.425
2013-09-12,2083.0,2109.0,182.2
2013-09-13,2063.0,2107.8333333333,231.675
2013-09-14,2055.1666666667,2106.6666666667,231.525
2013-09-15,2047.3333333333,2105.5,231.375
2013-09-16,2039.5,2084.0,231.225
2013-09-17,2023.0,2091.5,246.1
2013-09-18,2053.0,2017.5,245.1
2013-09-19,2092.0,2026.0,244.1
2013-09-20,2075.5,2018.3333333333,244.375
2013-09-21,2064.6666666667,2010.6666666667,244.1
2013-09-22,2053.8333333333,2003.0,243.825
2013-09-23,2043.0,2028.0,243.55
2013-09-24,2045.0,2039.0,244.0
2013-09-25,2042.5,2043.0,243.5
2013-09-26,2061.0,2065.5,241.725
2013-09-27,2083.0,2067.3333333333,240.6
2013-09-28,2080.3333333333,2069.1666666667,240.35
2013-09-29,2077.6666666667,2071.0,240.1
2013-09-30,2075.0,2098.0,239.85
2013-10-01,2052.5,2070.5,239.35
2013-10-02,2035.0,2075.0,238.85
2013-10-03,2048.0,2046.0,238.3
2013-10-04,2027.0,2047.0,237.8
2013-10-05,2027.3333333333,2048.0,237.6333333333
2013-10-06,2027.6666666667,2049.0,237.4666666667
2013-10-07,2028.0,2048.0,237.3
2013-10-08,2056.0,2065.0,236.8
2013-10-09,2061.0,2105.5,236.425
2013-10-10,2054.0,2063.0,236.725
2013-10-11,2073.0,2063.1666666667,236.725
2013-10-12,2082.6666666667,2063.3333333333,236.375
2013-10-13,2092.3333333333,2063.5,236.025
2013-10-14,2102.0,2062.0,235.675
2013-10-15,2113.0,2049.0,233.675
